"TimePeriodLabel","date","cases","deaths","newcases","newdeaths","Indicator","Group","State","Subgroup","Phase","TimePeriod","TimePeriodStartDate","TimePeriodEndDate","Value","LowCI","HighCI","ConfidenceInterval","QuartileRange","SymptomType","Subgroup2"
"Apr 23 - May 5","4/25/2020",944261,53327,34408,1967,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",32.8,30.3,35.5,"30.3 - 35.5","","Anxiety","Black"
"Apr 23 - May 5","4/25/2020",944261,53327,34408,1967,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",26.3,23.6,29.1,"23.6 - 29.1","","Anxiety","Asian"
"Apr 23 - May 5","4/25/2020",944261,53327,34408,1967,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1",1,"4/23/2020 0:00","5/5/2020 0:00",38.2,34.3,42.3,"34.3 - 42.3","","Anxiety","Other/Multiple Races"
"Apr 23 - May 5","4/25/2020",944261,53327,34408,1967,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1",1,"4/23/2020 0:00","5/5/2020 0:00",36.3,33.4,39.2,"33.4 - 39.2","","Anxiety","Hispanic or Latino"
"Apr 23 - May 5","4/25/2020",944261,53327,34408,1967,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",29,28.2,29.9,"28.2 - 29.9","","Anxiety","White"
"Apr 23 - May 5","4/25/2020",944261,53327,34408,1967,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1",1,"4/23/2020 0:00","5/5/2020 0:00",42.7,39.7,45.7,"39.7 - 45.7","","Anxiety or Depressive","Hispanic or Latino"
"Apr 23 - May 5","4/25/2020",944261,53327,34408,1967,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",38.9,36.4,41.4,"36.4 - 41.4","","Anxiety or Depressive","Black"
"Apr 23 - May 5","4/25/2020",944261,53327,34408,1967,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1",1,"4/23/2020 0:00","5/5/2020 0:00",43.9,39.8,48.1,"39.8 - 48.1","","Anxiety or Depressive","Other/Multiple Races"
"Apr 23 - May 5","4/25/2020",944261,53327,34408,1967,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",31.9,28.5,35.4,"28.5 - 35.4","","Anxiety or Depressive","Asian"
"Apr 23 - May 5","4/25/2020",944261,53327,34408,1967,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",33.6,32.7,34.4,"32.7 - 34.4","","Anxiety or Depressive","White"
"Apr 23 - May 5","4/30/2020",1075756,63140,30357,2210,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",25.6,23.7,27.5,"23.7 - 27.5","","Depressive","Black"
"Apr 23 - May 5","4/30/2020",1075756,63140,30357,2210,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1",1,"4/23/2020 0:00","5/5/2020 0:00",29.4,26.8,32.1,"26.8 - 32.1","","Depressive","Hispanic or Latino"
"Apr 23 - May 5","4/30/2020",1075756,63140,30357,2210,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",21.4,20.6,22.1,"20.6 - 22.1","","Depressive","White"
"Apr 23 - May 5","4/30/2020",1075756,63140,30357,2210,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",23.6,20.3,27.1,"20.3 - 27.1","","Depressive","Asian"
"Apr 23 - May 5","4/30/2020",1075756,63140,30357,2210,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1",1,"4/23/2020 0:00","5/5/2020 0:00",28.3,24.8,32,"24.8 - 32.0","","Depressive","Other/Multiple Races"
"Apr 23 - May 5","4/30/2020",1075756,63140,30357,2210,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",32.8,30.3,35.5,"30.3 - 35.5","","Anxiety","Black"
"Apr 23 - May 5","4/30/2020",1075756,63140,30357,2210,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",26.3,23.6,29.1,"23.6 - 29.1","","Anxiety","Asian"
"Apr 23 - May 5","4/30/2020",1075756,63140,30357,2210,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1",1,"4/23/2020 0:00","5/5/2020 0:00",38.2,34.3,42.3,"34.3 - 42.3","","Anxiety","Other/Multiple Races"
"Apr 23 - May 5","4/30/2020",1075756,63140,30357,2210,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1",1,"4/23/2020 0:00","5/5/2020 0:00",36.3,33.4,39.2,"33.4 - 39.2","","Anxiety","Hispanic or Latino"
"Apr 23 - May 5","4/30/2020",1075756,63140,30357,2210,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",29,28.2,29.9,"28.2 - 29.9","","Anxiety","White"
"Apr 23 - May 5","4/30/2020",1075756,63140,30357,2210,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1",1,"4/23/2020 0:00","5/5/2020 0:00",42.7,39.7,45.7,"39.7 - 45.7","","Anxiety or Depressive","Hispanic or Latino"
"Apr 23 - May 5","4/30/2020",1075756,63140,30357,2210,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",38.9,36.4,41.4,"36.4 - 41.4","","Anxiety or Depressive","Black"
"Apr 23 - May 5","4/30/2020",1075756,63140,30357,2210,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1",1,"4/23/2020 0:00","5/5/2020 0:00",43.9,39.8,48.1,"39.8 - 48.1","","Anxiety or Depressive","Other/Multiple Races"
"Apr 23 - May 5","4/30/2020",1075756,63140,30357,2210,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",31.9,28.5,35.4,"28.5 - 35.4","","Anxiety or Depressive","Asian"
"Apr 23 - May 5","4/30/2020",1075756,63140,30357,2210,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",33.6,32.7,34.4,"32.7 - 34.4","","Anxiety or Depressive","White"
"Apr 23 - May 5","5/1/2020",1109726,64902,33970,1762,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",25.6,23.7,27.5,"23.7 - 27.5","","Depressive","Black"
"Apr 23 - May 5","5/1/2020",1109726,64902,33970,1762,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1",1,"4/23/2020 0:00","5/5/2020 0:00",29.4,26.8,32.1,"26.8 - 32.1","","Depressive","Hispanic or Latino"
"Apr 23 - May 5","5/1/2020",1109726,64902,33970,1762,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",21.4,20.6,22.1,"20.6 - 22.1","","Depressive","White"
"Apr 23 - May 5","5/1/2020",1109726,64902,33970,1762,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",23.6,20.3,27.1,"20.3 - 27.1","","Depressive","Asian"
"Apr 23 - May 5","5/1/2020",1109726,64902,33970,1762,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1",1,"4/23/2020 0:00","5/5/2020 0:00",28.3,24.8,32,"24.8 - 32.0","","Depressive","Other/Multiple Races"
"Apr 23 - May 5","5/1/2020",1109726,64902,33970,1762,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",32.8,30.3,35.5,"30.3 - 35.5","","Anxiety","Black"
"Apr 23 - May 5","5/1/2020",1109726,64902,33970,1762,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",26.3,23.6,29.1,"23.6 - 29.1","","Anxiety","Asian"
"Apr 23 - May 5","5/1/2020",1109726,64902,33970,1762,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1",1,"4/23/2020 0:00","5/5/2020 0:00",38.2,34.3,42.3,"34.3 - 42.3","","Anxiety","Other/Multiple Races"
"Apr 23 - May 5","5/1/2020",1109726,64902,33970,1762,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1",1,"4/23/2020 0:00","5/5/2020 0:00",36.3,33.4,39.2,"33.4 - 39.2","","Anxiety","Hispanic or Latino"
"Apr 23 - May 5","5/1/2020",1109726,64902,33970,1762,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",29,28.2,29.9,"28.2 - 29.9","","Anxiety","White"
"Apr 23 - May 5","5/1/2020",1109726,64902,33970,1762,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1",1,"4/23/2020 0:00","5/5/2020 0:00",42.7,39.7,45.7,"39.7 - 45.7","","Anxiety or Depressive","Hispanic or Latino"
"Apr 23 - May 5","5/1/2020",1109726,64902,33970,1762,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",38.9,36.4,41.4,"36.4 - 41.4","","Anxiety or Depressive","Black"
"Apr 23 - May 5","5/1/2020",1109726,64902,33970,1762,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1",1,"4/23/2020 0:00","5/5/2020 0:00",43.9,39.8,48.1,"39.8 - 48.1","","Anxiety or Depressive","Other/Multiple Races"
"Apr 23 - May 5","5/1/2020",1109726,64902,33970,1762,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",31.9,28.5,35.4,"28.5 - 35.4","","Anxiety or Depressive","Asian"
"Apr 23 - May 5","5/1/2020",1109726,64902,33970,1762,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",33.6,32.7,34.4,"32.7 - 34.4","","Anxiety or Depressive","White"
"Apr 23 - May 5","5/2/2020",1139200,66485,29474,1583,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",25.6,23.7,27.5,"23.7 - 27.5","","Depressive","Black"
"Apr 23 - May 5","5/2/2020",1139200,66485,29474,1583,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1",1,"4/23/2020 0:00","5/5/2020 0:00",29.4,26.8,32.1,"26.8 - 32.1","","Depressive","Hispanic or Latino"
"Apr 23 - May 5","5/2/2020",1139200,66485,29474,1583,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",21.4,20.6,22.1,"20.6 - 22.1","","Depressive","White"
"Apr 23 - May 5","5/2/2020",1139200,66485,29474,1583,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",23.6,20.3,27.1,"20.3 - 27.1","","Depressive","Asian"
"Apr 23 - May 5","5/2/2020",1139200,66485,29474,1583,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1",1,"4/23/2020 0:00","5/5/2020 0:00",28.3,24.8,32,"24.8 - 32.0","","Depressive","Other/Multiple Races"
"Apr 23 - May 5","5/2/2020",1139200,66485,29474,1583,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",32.8,30.3,35.5,"30.3 - 35.5","","Anxiety","Black"
"Apr 23 - May 5","5/2/2020",1139200,66485,29474,1583,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",26.3,23.6,29.1,"23.6 - 29.1","","Anxiety","Asian"
"Apr 23 - May 5","5/2/2020",1139200,66485,29474,1583,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1",1,"4/23/2020 0:00","5/5/2020 0:00",38.2,34.3,42.3,"34.3 - 42.3","","Anxiety","Other/Multiple Races"
"Apr 23 - May 5","5/2/2020",1139200,66485,29474,1583,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1",1,"4/23/2020 0:00","5/5/2020 0:00",36.3,33.4,39.2,"33.4 - 39.2","","Anxiety","Hispanic or Latino"
"Apr 23 - May 5","5/2/2020",1139200,66485,29474,1583,"Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",29,28.2,29.9,"28.2 - 29.9","","Anxiety","White"
"Apr 23 - May 5","5/2/2020",1139200,66485,29474,1583,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1",1,"4/23/2020 0:00","5/5/2020 0:00",42.7,39.7,45.7,"39.7 - 45.7","","Anxiety or Depressive","Hispanic or Latino"
"Apr 23 - May 5","5/2/2020",1139200,66485,29474,1583,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",38.9,36.4,41.4,"36.4 - 41.4","","Anxiety or Depressive","Black"
"Apr 23 - May 5","5/2/2020",1139200,66485,29474,1583,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1",1,"4/23/2020 0:00","5/5/2020 0:00",43.9,39.8,48.1,"39.8 - 48.1","","Anxiety or Depressive","Other/Multiple Races"
"Apr 23 - May 5","5/2/2020",1139200,66485,29474,1583,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",31.9,28.5,35.4,"28.5 - 35.4","","Anxiety or Depressive","Asian"
"Apr 23 - May 5","5/2/2020",1139200,66485,29474,1583,"Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",33.6,32.7,34.4,"32.7 - 34.4","","Anxiety or Depressive","White"
"Apr 23 - May 5","5/3/2020",1165340,67816,26140,1331,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic black, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",25.6,23.7,27.5,"23.7 - 27.5","","Depressive","Black"
"Apr 23 - May 5","5/3/2020",1165340,67816,26140,1331,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1",1,"4/23/2020 0:00","5/5/2020 0:00",29.4,26.8,32.1,"26.8 - 32.1","","Depressive","Hispanic or Latino"
"Apr 23 - May 5","5/3/2020",1165340,67816,26140,1331,"Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic white, single race","1",1,"4/23/2020 0:00","5/5/2020 0:00",21.4,20.6,22.1,"20.6 - 22.1","","Depressive","White"
